id,title,type,tema,equipamiento
54,Salas de Exposiciones,http://www.zaragoza.es/api/kos/cultura-ocio/salas-de-exposiciones,9,"https://www.zaragoza.es/sede/servicio/equipamiento/13000,https://www.zaragoza.es/sede/servicio/equipamiento/2479"
